Row #,Common Name,Scientific Name,Country,Taxonomic Order,Family
1,Common Ostrich,Struthio camelus,Kenya,2,"Struthionidae (Ostriches)"
2,Little Tinamou,Crypturellus soui,Colombia,174,"Tinamidae (Tinamous)"
3,White-faced Whistling-Duck,Dendrocygna viduata,Kenya,240,"Anatidae (Ducks, Geese, and Waterfowl)"
6,White-backed Duck,Thalassornis leuconotus,Kenya,262,"Anatidae (Ducks, Geese, and Waterfowl)"
8,Graylag Goose,Anser anser,India,275,"Anatidae (Ducks, Geese, and Waterfowl)"
13,Spur-winged Goose,Plectropterus gambensis,Kenya,429,"Anatidae (Ducks, Geese, and Waterfowl)"
14,Muscovy Duck,Cairina moschata,Costa Rica,445,"Anatidae (Ducks, Geese, and Waterfowl)"
15,Garganey,Spatula querquedula,India,479,"Anatidae (Ducks, Geese, and Waterfowl)"
16,Blue-billed Teal,Spatula hottentota,Kenya,480,"Anatidae (Ducks, Geese, and Waterfowl)"
17,Blue-winged Teal,Spatula discors,Costa Rica,485,"Anatidae (Ducks, Geese, and Waterfowl)"
18,Northern Shoveler,Spatula clypeata,India,501,"Anatidae (Ducks, Geese, and Waterfowl)"
20,Eurasian Wigeon,Mareca penelope,India,512,"Anatidae (Ducks, Geese, and Waterfowl)"
21,Indian Spot-billed Duck,Anas poecilorhyncha,India,540,"Anatidae (Ducks, Geese, and Waterfowl)"
23,Red-billed Duck,Anas erythrorhyncha,Kenya,591,"Anatidae (Ducks, Geese, and Waterfowl)"
25,Green-winged Teal,Anas crecca,India,612,"Anatidae (Ducks, Geese, and Waterfowl)"
26,Andean Teal,Anas andium,Colombia,626,"Anatidae (Ducks, Geese, and Waterfowl)"
29,Common Merganser,Mergus merganser,India,762,"Anatidae (Ducks, Geese, and Waterfowl)"
30,Sickle-winged Guan,Chamaepetes goudotii,Colombia,855,"Cracidae (Guans, Chachalacas, and Curassows)"
31,Crested Guan,Penelope purpurascens,Costa Rica,884,"Cracidae (Guans, Chachalacas, and Curassows)"
32,Andean Guan,Penelope montagnii,Colombia,900,"Cracidae (Guans, Chachalacas, and Curassows)"
35,Colombian Chachalaca,Ortalis columbiana,Colombia,961,"Cracidae (Guans, Chachalacas, and Curassows)"
36,Helmeted Guineafowl,Numida meleagris,Kenya,977,"Numididae (Guineafowl)"
37,Chestnut Wood-Quail,Odontophorus hyperythrus,Colombia,1157,"Odontophoridae (New World Quail)"
40,Himalayan Monal,Lophophorus impejanus,India,1257,"Phasianidae (Pheasants, Grouse, and Allies)"
41,Koklass Pheasant,Pucrasia macrolopha,India,1264,"Phasianidae (Pheasants, Grouse, and Allies)"
43,Cheer Pheasant,Catreus wallichii,India,1515,"Phasianidae (Pheasants, Grouse, and Allies)"
44,Kalij Pheasant,Lophura leucomelanos,India,1529,"Phasianidae (Pheasants, Grouse, and Allies)"
45,Indian Peafowl,Pavo cristatus,India,1573,"Phasianidae (Pheasants, Grouse, and Allies)"
46,Green Peafowl,Pavo muticus,Vietnam,1575,"Phasianidae (Pheasants, Grouse, and Allies)"
47,Scaly-breasted Partridge,Tropicoperdix chloropus,Vietnam,1580,"Phasianidae (Pheasants, Grouse, and Allies)"
49,Germain's Peacock-Pheasant,Polyplectron germaini,Vietnam,1605,"Phasianidae (Pheasants, Grouse, and Allies)"
51,Crested Francolin,Ortygornis sephaena,Kenya,1632,"Phasianidae (Pheasants, Grouse, and Allies)"
52,Gray Francolin,Ortygornis pondicerianus,India,1639,"Phasianidae (Pheasants, Grouse, and Allies)"
54,Coqui Francolin,Campocolinus coqui,Kenya,1660,"Phasianidae (Pheasants, Grouse, and Allies)"
57,Common Quail,Coturnix coturnix,India,1738,"Phasianidae (Pheasants, Grouse, and Allies)"
59,Chukar,Alectoris chukar,India,1765,"Phasianidae (Pheasants, Grouse, and Allies)"
60,Jungle Bush-Quail,Perdicula asiatica,India,1792,"Phasianidae (Pheasants, Grouse, and Allies)"
63,Hildebrandt's Spurfowl,Pternistis hildebrandti,Kenya,1825,"Phasianidae (Pheasants, Grouse, and Allies)"
64,Yellow-necked Spurfowl,Pternistis leucoscepus,Kenya,1839,"Phasianidae (Pheasants, Grouse, and Allies)"
66,Rock Pigeon,Columba livia,India,1853,"Columbidae (Pigeons and Doves)"
69,Ashy Wood-Pigeon,Columba pulchricollis,India,1908,"Columbidae (Pigeons and Doves)"
71,Pale-vented Pigeon,Patagioenas cayennensis,Costa Rica,1940,"Columbidae (Pigeons and Doves)"
73,Band-tailed Pigeon,Patagioenas fasciata,Costa Rica,1966,"Columbidae (Pigeons and Doves)"
74,Ruddy Pigeon,Patagioenas subvinacea,Costa Rica,1987,"Columbidae (Pigeons and Doves)"
75,Short-billed Pigeon,Patagioenas nigrirostris,Costa Rica,1999,"Columbidae (Pigeons and Doves)"
76,Oriental Turtle-Dove,Streptopelia orientalis,India,2022,"Columbidae (Pigeons and Doves)"
77,Eurasian Collared-Dove,Streptopelia decaocto,India,2031,"Columbidae (Pigeons and Doves)"
80,Ring-necked Dove,Streptopelia capicola,Kenya,2051,"Columbidae (Pigeons and Doves)"
81,Red Collared-Dove,Streptopelia tranquebarica,India,2059,"Columbidae (Pigeons and Doves)"
82,Spotted Dove,Spilopelia chinensis,India,2064,"Columbidae (Pigeons and Doves)"
83,Laughing Dove,Spilopelia senegalensis,India,2071,"Columbidae (Pigeons and Doves)"
85,Emerald-spotted Wood-Dove,Turtur chalcospilos,Kenya,2151,"Columbidae (Pigeons and Doves)"
87,Asian Emerald Dove,Chalcophaps indica,India,2162,"Columbidae (Pigeons and Doves)"
88,Zebra Dove,Geopelia striata,Vietnam,2232,"Columbidae (Pigeons and Doves)"
91,Ruddy Ground Dove,Columbina talpacoti,Costa Rica,2268,"Columbidae (Pigeons and Doves)"
93,Gray-chested Dove,Leptotila cassinii,Costa Rica,2347,"Columbidae (Pigeons and Doves)"
94,Buff-fronted Quail-Dove,Zentrygon costaricensis,Costa Rica,2372,"Columbidae (Pigeons and Doves)"
95,White-throated Quail-Dove,Zentrygon frenata,Colombia,2375,"Columbidae (Pigeons and Doves)"
97,Eared Dove,Zenaida auriculata,Colombia,2400,"Columbidae (Pigeons and Doves)"
98,Gray-fronted Green-Pigeon,Treron affinis,India,2496,"Columbidae (Pigeons and Doves)"
100,Yellow-footed Green-Pigeon,Treron phoenicopterus,India,2526,"Columbidae (Pigeons and Doves)"
102,African Green-Pigeon,Treron calvus,Kenya,2548,"Columbidae (Pigeons and Doves)"
103,Tibetan Sandgrouse,Syrrhaptes tibetanus,India,2862,"Pteroclidae (Sandgrouse)"
106,Yellow-throated Sandgrouse,Pterocles gutturalis,Kenya,2880,"Pteroclidae (Sandgrouse)"
107,Black-faced Sandgrouse,Pterocles decoratus,Kenya,2889,"Pteroclidae (Sandgrouse)"
108,Painted Sandgrouse,Pterocles indicus,India,2906,"Pteroclidae (Sandgrouse)"
110,Asian Houbara,Chlamydotis macqueenii,India,2926,"Otididae (Bustards)"
112,Buff-crested Bustard,Lophotis gindiana,Kenya,2951,"Otididae (Bustards)"
113,Black-bellied Bustard,Lissotis melanogaster,Kenya,2958,"Otididae (Bustards)"
114,Hartlaub's Bustard,Lissotis hartlaubii,Kenya,2961,"Otididae (Bustards)"
117,Eastern Plantain-eater,Crinifer zonurus,Kenya,2980,"Musophagidae (Turacos)"
118,White-crested Turaco,Tauraco leucolophus,Kenya,2999,"Musophagidae (Turacos)"
119,Schalow's Turaco,Tauraco schalowi,Kenya,3003,"Musophagidae (Turacos)"
120,Hartlaub's Turaco,Tauraco hartlaubi,Kenya,3010,"Musophagidae (Turacos)"
122,Blue-headed Coucal,Centropus monachus,Kenya,3104,"Cuculidae (Cuckoos)"
124,Greater Coucal,Centropus sinensis,India,3121,"Cuculidae (Cuckoos)"
125,Sirkeer Malkoha,Taccocua leschenaultii,India,3166,"Cuculidae (Cuckoos)"
126,Blue-faced Malkoha,Phaenicophaeus viridirostris,India,3182,"Cuculidae (Cuckoos)"
127,Green-billed Malkoha,Phaenicophaeus tristis,India,3186,"Cuculidae (Cuckoos)"
128,Chestnut-winged Cuckoo,Clamator coromandus,India,3202,"Cuculidae (Cuckoos)"
129,Pied Cuckoo,Clamator jacobinus,India,3205,"Cuculidae (Cuckoos)"
130,Common Squirrel-Cuckoo,Piaya cayana,Costa Rica,3218,"Cuculidae (Cuckoos)"
131,Asian Koel,Eudynamys scolopaceus,India,3269,"Cuculidae (Cuckoos)"
132,Klaas's Cuckoo,Chrysococcyx klaas,Kenya,3304,"Cuculidae (Cuckoos)"
133,Banded Bay Cuckoo,Cacomantis sonneratii,Vietnam,3360,"Cuculidae (Cuckoos)"
135,Gray-bellied Cuckoo,Cacomantis passerinus,India,3370,"Cuculidae (Cuckoos)"
136,Square-tailed Drongo-Cuckoo,Surniculus lugubris,India,3409,"Cuculidae (Cuckoos)"
137,Common Hawk-Cuckoo,Hierococcyx varius,India,3419,"Cuculidae (Cuckoos)"
138,Red-chested Cuckoo,Cuculus solitarius,Kenya,3431,"Cuculidae (Cuckoos)"
141,Lesser Nighthawk,Chordeiles acutipennis,Costa Rica,3484,"Caprimulgidae (Nightjars and Allies)"
143,Lyre-tailed Nightjar,Uropsalis lyra,Colombia,3540,"Caprimulgidae (Nightjars and Allies)"
144,Jungle Nightjar,Caprimulgus indicus,India,3631,"Caprimulgidae (Nightjars and Allies)"
145,Sykes's Nightjar,Caprimulgus mahrattensis,India,3660,"Caprimulgidae (Nightjars and Allies)"
146,Jerdon's Nightjar,Caprimulgus atripennis,India,3674,"Caprimulgidae (Nightjars and Allies)"
147,Indian Nightjar,Caprimulgus asiaticus,India,3695,"Caprimulgidae (Nightjars and Allies)"
148,Savanna Nightjar,Caprimulgus affinis,India,3707,"Caprimulgidae (Nightjars and Allies)"
149,Slender-tailed Nightjar,Caprimulgus clarus,Kenya,3737,"Caprimulgidae (Nightjars and Allies)"
150,Great Potoo,Nyctibius grandis,Costa Rica,3746,"Nyctibiidae (Potoos)"
151,Oilbird,Steatornis caripensis,Colombia,3766,"Steatornithidae (Oilbird)"
152,Sri Lanka Frogmouth,Batrachostomus moniliger,India,3788,"Podargidae (Frogmouths)"
153,White-collared Swift,Streptoprocne zonaris,Costa Rica,3843,"Apodidae (Swifts)"
154,Vaux's Swift,Chaetura vauxi,Costa Rica,3897,"Apodidae (Swifts)"
155,Mottled Swift,Tachymarptis aequatorialis,Kenya,4088,"Apodidae (Swifts)"
156,Nyanza Swift,Apus niansae,Kenya,4099,"Apodidae (Swifts)"
157,Little Swift,Apus affinis,Kenya,4136,"Apodidae (Swifts)"
158,Horus Swift,Apus horus,Kenya,4150,"Apodidae (Swifts)"
159,White-rumped Swift,Apus caffer,Kenya,4153,"Apodidae (Swifts)"
160,African Palm Swift,Cypsiurus parvus,Kenya,4178,"Apodidae (Swifts)"
164,Tawny-bellied Hermit,Phaethornis syrmatophorus,Colombia,4265,"Trochilidae (Hummingbirds)"
165,Long-billed Hermit,Phaethornis longirostris,Colombia,4273,"Trochilidae (Hummingbirds)"
166,Stripe-throated Hermit,Phaethornis striigularis,Costa Rica,4310,"Trochilidae (Hummingbirds)"
167,Sparkling Violetear,Colibri coruscans,Colombia,4354,"Trochilidae (Hummingbirds)"
168,Brown Violetear,Colibri delphinae,Costa Rica,4357,"Trochilidae (Hummingbirds)"
169,Lesser Violetear,Colibri cyanotus,Costa Rica,4359,"Trochilidae (Hummingbirds)"
170,Purple-crowned Fairy,Heliothryx barroti,Costa Rica,4368,"Trochilidae (Hummingbirds)"
171,Ruby-topaz Hummingbird,Chrysolampis mosquitus,Colombia,4382,"Trochilidae (Hummingbirds)"
172,Black-throated Mango,Anthracothorax nigricollis,Colombia,4384,"Trochilidae (Hummingbirds)"
173,Green-breasted Mango,Anthracothorax prevostii,Costa Rica,4388,"Trochilidae (Hummingbirds)"
174,Tourmaline Sunangel,Heliangelus exortis,Colombia,4414,"Trochilidae (Hummingbirds)"
175,Green Thorntail,Discosura conversii,Colombia,4438,"Trochilidae (Hummingbirds)"
176,Speckled Hummingbird,Adelomyia melanogenys,Colombia,4460,"Trochilidae (Hummingbirds)"
177,Long-tailed Sylph,Aglaiocercus kingii,Colombia,4471,"Trochilidae (Hummingbirds)"
178,Violet-tailed Sylph,Aglaiocercus coelestis,Colombia,4478,"Trochilidae (Hummingbirds)"
179,Rainbow-bearded Thornbill,Chalcostigma herrani,Colombia,4530,"Trochilidae (Hummingbirds)"
180,Buffy Helmetcrest,Oxypogon stuebelii,Colombia,4533,"Trochilidae (Hummingbirds)"
181,Tyrian Metaltail,Metallura tyrianthina,Colombia,4542,"Trochilidae (Hummingbirds)"
182,Viridian Metaltail,Metallura williami,Colombia,4552,"Trochilidae (Hummingbirds)"
183,Greenish Puffleg,Haplophaedia aureliae,Colombia,4568,"Trochilidae (Hummingbirds)"
184,Golden-breasted Puffleg,Eriocnemis mosquera,Colombia,4597,"Trochilidae (Hummingbirds)"
186,Bronzy Inca,Coeligena coeligena,Colombia,4614,"Trochilidae (Hummingbirds)"
187,Black Inca,Coeligena prunellei,Colombia,4622,"Trochilidae (Hummingbirds)"
188,Collared Inca,Coeligena torquata,Colombia,4623,"Trochilidae (Hummingbirds)"
189,Buff-winged Starfrontlet,Coeligena lutetiae,Colombia,4648,"Trochilidae (Hummingbirds)"
190,Golden-bellied Starfrontlet,Coeligena bonapartei,Colombia,4652,"Trochilidae (Hummingbirds)"
192,Great Sapphirewing,Pterophanes cyanopterus,Colombia,4668,"Trochilidae (Hummingbirds)"
194,Velvet-purple Coronet,Boissonneaua jardini,Colombia,4676,"Trochilidae (Hummingbirds)"
195,White-booted Racket-tail,Ocreatus underwoodii,Colombia,4678,"Trochilidae (Hummingbirds)"
196,Rufous-gaped Hillstar,Urochroa bougueri,Colombia,4689,"Trochilidae (Hummingbirds)"
197,Purple-bibbed Whitetip,Urosticte benjamini,Colombia,4691,"Trochilidae (Hummingbirds)"
198,Fawn-breasted Brilliant,Heliodoxa rubinoides,Colombia,4702,"Trochilidae (Hummingbirds)"
200,Empress Brilliant,Heliodoxa imperatrix,Colombia,4710,"Trochilidae (Hummingbirds)"
202,Long-billed Starthroat,Heliomaster longirostris,Colombia,4725,"Trochilidae (Hummingbirds)"
205,White-bellied Woodstar,Chaetocercus mulsant,Colombia,4782,"Trochilidae (Hummingbirds)"
206,Gorgeted Woodstar,Chaetocercus heliodor,Colombia,4784,"Trochilidae (Hummingbirds)"
207,Purple-throated Woodstar,Philodice mitchellii,Colombia,4795,"Trochilidae (Hummingbirds)"
209,Scintillant Hummingbird,Selasphorus scintilla,Costa Rica,4856,"Trochilidae (Hummingbirds)"
210,Western Emerald,Chlorostilbon melanorhynchus,Colombia,4914,"Trochilidae (Hummingbirds)"
212,White-vented Plumeleteer,Chalybura buffonii,Colombia,4967,"Trochilidae (Hummingbirds)"
214,Snowcap,Microchera albocoronata,Costa Rica,5005,"Trochilidae (Hummingbirds)"
215,Stripe-tailed Hummingbird,Eupherusa eximia,Costa Rica,5015,"Trochilidae (Hummingbirds)"
216,Scaly-breasted Hummingbird,Phaeochroa cuvierii,Costa Rica,5020,"Trochilidae (Hummingbirds)"
217,Steely-vented Hummingbird,Saucerottia saucerottei,Colombia,5076,"Trochilidae (Hummingbirds)"
218,Indigo-capped Hummingbird,Saucerottia cyanifrons,Colombia,5081,"Trochilidae (Hummingbirds)"
220,Andean Emerald,Uranomitra franciae,Colombia,5130,"Trochilidae (Hummingbirds)"
221,Blue-chested Hummingbird,Polyerata amabilis,Colombia,5190,"Trochilidae (Hummingbirds)"
225,Eurasian Moorhen,Gallinula chloropus,India,5462,"Rallidae (Rails, Gallinules, and Coots)"
226,Eurasian Coot,Fulica atra,India,5487,"Rallidae (Rails, Gallinules, and Coots)"
227,Red-knobbed Coot,Fulica cristata,Kenya,5494,"Rallidae (Rails, Gallinules, and Coots)"
228,Purple Gallinule,Porphyrio martinica,Costa Rica,5515,"Rallidae (Rails, Gallinules, and Coots)"
229,Gray-headed Swamphen,Porphyrio poliocephalus,India,5533,"Rallidae (Rails, Gallinules, and Coots)"
230,White-breasted Waterhen,Amaurornis phoenicurus,India,5552,"Rallidae (Rails, Gallinules, and Coots)"
231,Ruddy-breasted Crake,Zapornia fusca,India,5578,"Rallidae (Rails, Gallinules, and Coots)"
232,Brown Crake,Zapornia akool,India,5584,"Rallidae (Rails, Gallinules, and Coots)"
234,Baillon's Crake,Zapornia pusilla,India,5589,"Rallidae (Rails, Gallinules, and Coots)"
236,Limpkin,Aramus guarauna,Costa Rica,5671,"Aramidae (Limpkin)"
239,Black-necked Crane,Grus nigricollis,India,5720,"Gruidae (Cranes)"
242,Water Thick-knee,Burhinus vermiculatus,Kenya,5747,"Burhinidae (Thick-knees)"
243,Indian Thick-knee,Burhinus indicus,India,5757,"Burhinidae (Thick-knees)"
244,Black-winged Stilt,Himantopus himantopus,India,5763,"Recurvirostridae (Stilts and Avocets)"
245,Black-necked Stilt,Himantopus mexicanus,Costa Rica,5770,"Recurvirostridae (Stilts and Avocets)"
247,Ibisbill,Ibidorhyncha struthersii,India,5784,"Ibidorhynchidae (Ibisbill)"
250,Semipalmated Plover,Charadrius semipalmatus,Costa Rica,5834,"Charadriidae (Plovers and Lapwings)"
251,Three-banded Plover,Thinornis tricollaris,Kenya,5845,"Charadriidae (Plovers and Lapwings)"
252,Little Ringed Plover,Thinornis dubius,India,5848,"Charadriidae (Plovers and Lapwings)"
253,Long-toed Lapwing,Vanellus crassirostris,Kenya,5857,"Charadriidae (Plovers and Lapwings)"
254,Blacksmith Lapwing,Vanellus armatus,Kenya,5860,"Charadriidae (Plovers and Lapwings)"
257,Yellow-wattled Lapwing,Vanellus malabaricus,India,5863,"Charadriidae (Plovers and Lapwings)"
258,Black-winged Lapwing,Vanellus melanopterus,Kenya,5870,"Charadriidae (Plovers and Lapwings)"
259,Crowned Lapwing,Vanellus coronatus,Kenya,5873,"Charadriidae (Plovers and Lapwings)"
260,Red-wattled Lapwing,Vanellus indicus,India,5883,"Charadriidae (Plovers and Lapwings)"
263,Tibetan Sand-Plover,Anarhynchus atrifrons,India,5911,"Charadriidae (Plovers and Lapwings)"
265,Kittlitz's Plover,Anarhynchus pecuarius,Kenya,5938,"Charadriidae (Plovers and Lapwings)"
266,Kentish Plover,Anarhynchus alexandrinus,India,5954,"Charadriidae (Plovers and Lapwings)"
267,Greater Painted-Snipe,Rostratula benghalensis,India,5983,"Rostratulidae (Painted-Snipes)"
268,Pheasant-tailed Jacana,Hydrophasianus chirurgus,India,5987,"Jacanidae (Jacanas)"
270,Bronze-winged Jacana,Metopidius indicus,India,6004,"Jacanidae (Jacanas)"
271,African Jacana,Actophilornis africanus,Kenya,6005,"Jacanidae (Jacanas)"
272,Hudsonian Whimbrel,Numenius hudsonicus,Costa Rica,6011,"Scolopacidae (Sandpipers and Allies)"
275,Black-tailed Godwit,Limosa limosa,India,6042,"Scolopacidae (Sandpipers and Allies)"
276,Common Snipe,Gallinago gallinago,India,6099,"Scolopacidae (Sandpipers and Allies)"
279,Green Sandpiper,Tringa ochropus,India,6128,"Scolopacidae (Sandpipers and Allies)"
280,Marsh Sandpiper,Tringa stagnatilis,Kenya,6136,"Scolopacidae (Sandpipers and Allies)"
283,Willet,Tringa semipalmata,Costa Rica,6147,"Scolopacidae (Sandpipers and Allies)"
286,Ruff,Calidris pugnax,India,6177,"Scolopacidae (Sandpipers and Allies)"
287,Temminck's Stint,Calidris temminckii,India,6184,"Scolopacidae (Sandpipers and Allies)"
291,Least Sandpiper,Calidris minutilla,Costa Rica,6226,"Scolopacidae (Sandpipers and Allies)"
292,Semipalmated Sandpiper,Calidris pusilla,Costa Rica,6232,"Scolopacidae (Sandpipers and Allies)"
294,Crab-Plover,Dromas ardeola,India,6306,"Dromadidae (Crab-Plover)"
297,Indian Courser,Cursorius coromandelicus,India,6329,"Glareolidae (Pratincoles and Coursers)"
298,Small Pratincole,Glareola lactea,India,6345,"Glareolidae (Pratincoles and Coursers)"
299,Collared Pratincole,Glareola pratincola,Kenya,6347,"Glareolidae (Pratincoles and Coursers)"
300,Oriental Pratincole,Glareola maldivarum,India,6353,"Glareolidae (Pratincoles and Coursers)"
302,Black-headed Gull,Chroicocephalus ridibundus,India,6474,"Laridae (Gulls, Terns, and Skimmers)"
303,Brown-headed Gull,Chroicocephalus brunnicephalus,India,6477,"Laridae (Gulls, Terns, and Skimmers)"
304,Gray-hooded Gull,Chroicocephalus cirrocephalus,Kenya,6480,"Laridae (Gulls, Terns, and Skimmers)"
305,Pallas's Gull,Ichthyaetus ichthyaetus,India,6498,"Laridae (Gulls, Terns, and Skimmers)"
310,White-winged Tern,Chlidonias leucopterus,Kenya,6728,"Laridae (Gulls, Terns, and Skimmers)"
311,River Tern,Sterna aurantia,India,6730,"Laridae (Gulls, Terns, and Skimmers)"
313,Greater Flamingo,Phoenicopterus roseus,India,6811,"Phoenicopteridae (Flamingos)"
314,Lesser Flamingo,Phoeniconaias minor,Kenya,6815,"Phoenicopteridae (Flamingos)"
315,Little Grebe,Tachybaptus ruficollis,India,6827,"Podicipedidae (Grebes)"
316,Sunbittern,Eurypyga helias,Costa Rica,6902,"Eurypygidae (Sunbittern)"
317,Asian Openbill,Anastomus oscitans,India,7279,"Ciconiidae (Storks)"
319,African Woolly-necked Stork,Ciconia microscelis,Kenya,7285,"Ciconiidae (Storks)"
320,Asian Woolly-necked Stork,Ciconia episcopus,India,7286,"Ciconiidae (Storks)"
322,Lesser Adjutant,Leptoptilos javanicus,India,7302,"Ciconiidae (Storks)"
324,Wood Stork,Mycteria americana,Costa Rica,7306,"Ciconiidae (Storks)"
326,Painted Stork,Mycteria leucocephala,India,7309,"Ciconiidae (Storks)"
327,Magnificent Frigatebird,Fregata magnificens,Costa Rica,7315,"Fregatidae (Frigatebirds)"
328,Anhinga,Anhinga anhinga,Costa Rica,7367,"Anhingidae (Anhingas)"
330,Oriental Darter,Anhinga melanogaster,India,7374,"Anhingidae (Anhingas)"
331,Reed Cormorant,Microcarbo africanus,Kenya,7381,"Phalacrocoracidae (Cormorants and Shags)"
332,Little Cormorant,Microcarbo niger,India,7386,"Phalacrocoracidae (Cormorants and Shags)"
333,Great Cormorant,Phalacrocorax carbo,India,7397,"Phalacrocoracidae (Cormorants and Shags)"
334,Indian Cormorant,Phalacrocorax fuscicollis,India,7411,"Phalacrocoracidae (Cormorants and Shags)"
335,Neotropic Cormorant,Nannopterum brasilianum,Costa Rica,7431,"Phalacrocoracidae (Cormorants and Shags)"
337,Glossy Ibis,Plegadis falcinellus,India,7467,"Threskiornithidae (Ibises and Spoonbills)"
338,Green Ibis,Mesembrinibis cayennensis,Costa Rica,7477,"Threskiornithidae (Ibises and Spoonbills)"
339,Bare-faced Ibis,Phimosus infuscatus,Colombia,7478,"Threskiornithidae (Ibises and Spoonbills)"
340,African Sacred Ibis,Threskiornis aethiopicus,Kenya,7491,"Threskiornithidae (Ibises and Spoonbills)"
341,Black-headed Ibis,Threskiornis melanocephalus,India,7497,"Threskiornithidae (Ibises and Spoonbills)"
342,Red-naped Ibis,Pseudibis papillosa,India,7503,"Threskiornithidae (Ibises and Spoonbills)"
344,Eurasian Spoonbill,Platalea leucorodia,India,7524,"Threskiornithidae (Ibises and Spoonbills)"
345,African Spoonbill,Platalea alba,Kenya,7529,"Threskiornithidae (Ibises and Spoonbills)"
346,Roseate Spoonbill,Platalea ajaja,Costa Rica,7533,"Threskiornithidae (Ibises and Spoonbills)"
348,Fasciated Tiger-Heron,Tigrisoma fasciatum,Costa Rica,7541,"Ardeidae (Herons, Egrets, and Bitterns)"
350,Yellow-crowned Night Heron,Nyctanassa violacea,Costa Rica,7591,"Ardeidae (Herons, Egrets, and Bitterns)"
351,Black-crowned Night Heron,Nycticorax nycticorax,India,7600,"Ardeidae (Herons, Egrets, and Bitterns)"
352,Little Blue Heron,Egretta caerulea,Costa Rica,7629,"Ardeidae (Herons, Egrets, and Bitterns)"
353,Tricolored Heron,Egretta tricolor,Costa Rica,7630,"Ardeidae (Herons, Egrets, and Bitterns)"
354,Snowy Egret,Egretta thula,Costa Rica,7645,"Ardeidae (Herons, Egrets, and Bitterns)"
355,Little Egret,Egretta garzetta,India,7650,"Ardeidae (Herons, Egrets, and Bitterns)"
356,Western Reef-Heron,Egretta gularis,India,7655,"Ardeidae (Herons, Egrets, and Bitterns)"
357,Little Heron,Butorides atricapilla,Kenya,7673,"Ardeidae (Herons, Egrets, and Bitterns)"
359,Squacco Heron,Ardeola ralloides,Kenya,7714,"Ardeidae (Herons, Egrets, and Bitterns)"
360,Indian Pond-Heron,Ardeola grayii,India,7716,"Ardeidae (Herons, Egrets, and Bitterns)"
361,Western Cattle-Egret,Ardea ibis,Costa Rica,7724,"Ardeidae (Herons, Egrets, and Bitterns)"
362,Eastern Cattle-Egret,Ardea coromanda,India,7726,"Ardeidae (Herons, Egrets, and Bitterns)"
363,Great Egret,Ardea alba,India,7729,"Ardeidae (Herons, Egrets, and Bitterns)"
364,Yellow-billed Egret,Ardea brachyrhyncha,Kenya,7734,"Ardeidae (Herons, Egrets, and Bitterns)"
365,Medium Egret,Ardea intermedia,India,7737,"Ardeidae (Herons, Egrets, and Bitterns)"
366,Gray Heron,Ardea cinerea,India,7745,"Ardeidae (Herons, Egrets, and Bitterns)"
367,Great Blue Heron,Ardea herodias,Costa Rica,7753,"Ardeidae (Herons, Egrets, and Bitterns)"
